,TeamA,TeamB,Stadium,Match_Day,Match_Time,Match_Date,TeamA_Position,TeamB_Position,Attendance,TeamA_goals,TeamB_goals
0,Al-Nassr Riad,Al-Qadsiah FC,King Fahd International Stadium,3,  7:45 PM, 9/17/16,4,12,2689,1,0
0,Al-Wehda FC,Al-Ittihad Club (Jeddah),King Abdul Aziz Stadium,3,  7:45 PM, 9/18/16,11,1,3270,3,5
0,Al-Shabab Club (Riyadh),Al-Ahli Saudi FC,King Fahd International Stadium,3,  7:45 PM, 9/18/16,7,2,3101,3,2
0,Ettifaq FC,Al-Batin FC,Prince Mohamed bin Fahd Stadium,4,  8:45 PM, 9/21/16,2,11,2246,2,1
0,Al-Raed,Al-Fateh,King Abdullah Sport City Stadium,4,  5:20 PM, 9/22/16,7,14,2879,3,2
0,Al-Nassr Riad,Al-Khaleej,King Fahd International Stadium,4,  7:25 PM, 9/22/16,6,9,4438,0,1
0,Al-Qadsiah FC,Al-Hilal Saudi FC,Prince Saud bin Jalawi Stadium,4,  7:25 PM, 9/22/16,13,1,5820,1,2
0,Al-Shabab Club (Riyadh),Al-Taawoun FC,King Fahd International Stadium,4,  5:30 PM, 9/23/16,8,10,1125,2,2
0,Al-Faisaly FC,Al-Wehda FC,Al Majma'ah Sports City Stadium,4,  5:35 PM, 9/23/16,3,12,205,2,1
0,Al-Ahli Saudi FC,Al-Ittihad Club (Jeddah),King Abdullah Sports City,4,  7:45 PM, 9/23/16,5,4,49732,1,1
0,Al-Khaleej,Al-Shabab Club (Riyadh),Prince Saud bin Jalawi Stadium,5,  4:55 PM, 10/14/16,10,6,498,1,2
0,Al-Fateh,Ettifaq FC,Prince Abdullah bin Jalawi Stadium,5,  4:55 PM, 10/14/16,14,4,1408,0,0
0,Al-Batin FC,Al-Raed,Al-Batin Club Stadium,5,  6:10 PM, 10/14/16,8,9,,4,0
0,Al-Ittihad Club (Jeddah),Al-Taawoun FC,King Abdullah Sports City,5,  7:15 PM, 10/14/16,2,11,17571,3,1
0,Al-Hilal Saudi FC,Al-Faisaly FC,King Fahd International Stadium,5,  7:00 PM, 10/15/16,1,7,8318,4,0
0,Al-Wehda FC,Al-Nassr Riad,King Abdul Aziz Stadium,5,  7:00 PM, 10/15/16,12,5,2275,0,3
0,Al-Ahli Saudi FC,Al-Qadsiah FC,King Abdullah Sports City,5,  7:00 PM, 10/15/16,3,13,14388,2,0
0,Al-Taawoun FC,Al-Fateh,King Abdullah Sport City Stadium,6,  5:10 PM, 10/20/16,11,14,3143,0,0
0,Al-Khaleej,Al-Hilal Saudi FC,Prince Mohamed bin Fahd Stadium,6,  7:00 PM, 10/20/16,12,1,5242,1,6
0,Al-Ittihad Club (Jeddah),Al-Shabab Club (Riyadh),King Abdullah Sports City,6,  7:15 PM, 10/20/16,4,3,32196,0,1
0,Ettifaq FC,Al-Wehda FC,Prince Mohamed bin Fahd Stadium,6,  4:45 PM, 10/21/16,6,10,1530,1,3
0,Al-Raed,Al-Faisaly FC,King Abdullah Sport City Stadium,6,  5:10 PM, 10/21/16,7,9,1723,1,0
0,Al-Batin FC,Al-Qadsiah FC,Al-Batin Club Stadium,6,  6:05 PM, 10/21/16,8,13,1017,1,1
0,Al-Nassr Riad,Al-Ahli Saudi FC,King Fahd International Stadium,6,  7:15 PM, 10/21/16,2,5,16501,1,0
0,Al-Qadsiah FC,Al-Taawoun FC,Prince Mohamed bin Fahd Stadium,7,  4:40 PM, 10/28/16,13,10,221,0,1
0,Al-Raed,Ettifaq FC,King Abdullah Sport City Stadium,7,  5:00 PM, 10/28/16,6,7,1942,2,0
0,Al-Hilal Saudi FC,Al-Ittihad Club (Jeddah),King Fahd International Stadium,7,  7:00 PM, 10/28/16,1,4,35033,0,2
0,Al-Shabab Club (Riyadh),Al-Fateh,King Fahd International Stadium,7,  5:10 PM, 10/29/16,3,14,647,2,0
0,Al-Faisaly FC,Al-Nassr Riad,Al Majma'ah Sports City Stadium,7,  6:50 PM, 10/29/16,11,2,1629,1,2
0,Al-Ahli Saudi FC,Al-Khaleej,King Abdullah Sports City,7,  7:00 PM, 10/29/16,5,12,8811,4,1
0,Al-Wehda FC,Al-Batin FC,King Abdul Aziz Stadium,7,  7:50 PM, 10/29/16,8,9,603,5,1
0,Al-Faisaly FC,Al-Shabab Club (Riyadh),Al Majma'ah Sports City Stadium,8,  3:55 PM, 11/3/16,10,3,462,0,1
0,Al-Nassr Riad,Al-Raed,King Fahd International Stadium,8,  5:50 PM, 11/3/16,2,7,5195,3,1
0,Al-Ittihad Club (Jeddah),Al-Batin FC,King Abdullah Sports City,8,  8:00 PM, 11/3/16,5,9,16898,2,0
0,Al-Qadsiah FC,Al-Khaleej,Prince Saud bin Jalawi Stadium,8,  3:35 PM, 11/4/16,13,12,318,0,0
0,Al-Ahli Saudi FC,Al-Wehda FC,King Abdullah Sports City,8,  6:00 PM, 11/4/16,4,8,17923,4,0
0,Ettifaq FC,Al-Taawoun FC,Prince Mohamed bin Fahd Stadium,8,  3:35 PM, 11/5/16,6,11,1235,3,0
0,Al-Fateh,Al-Hilal Saudi FC,Prince Abdullah bin Jalawi Stadium,8,  6:00 PM, 11/5/16,14,1,8071,0,1
0,Al-Fateh,Al-Qadsiah FC,Prince Abdullah bin Jalawi Stadium,9,  3:35 PM, 11/18/16,14,12,1131,1,1
0,Al-Taawoun FC,Al-Faisaly FC,King Abdullah Sport City Stadium,9,  5:45 PM, 11/18/16,10,9,4113,0,0
0,Al-Khaleej,Ettifaq FC,Prince Saud bin Jalawi Stadium,9,  3:35 PM, 11/19/16,13,6,863,1,2
0,Al-Shabab Club (Riyadh),Al-Wehda FC,King Fahd International Stadium,9,  5:45 PM, 11/19/16,4,8,884,0,0
0,Al-Hilal Saudi FC,Al-Raed,King Fahd International Stadium,9,  5:45 PM, 11/20/16,1,7,5132,2,1
0,Al-Ittihad Club (Jeddah),Al-Nassr Riad,King Abdullah Sports City,9,  5:55 PM, 11/20/16,5,2,23038,0,1
0,Al-Batin FC,Al-Ahli Saudi FC,Al-Batin Club Stadium,9,  7:45 PM, 11/20/16,11,3,1644,0,1
0,Ettifaq FC,Al-Faisaly FC,Prince Saud bin Jalawi Stadium,10,  3:30 PM, 11/24/16,6,11,2570,3,1
0,Al-Wehda FC,Al-Khaleej,King Abdul Aziz Stadium,10,  5:40 PM, 11/24/16,9,12,804,1,2
0,Al-Taawoun FC,Al-Nassr Riad,King Abdullah Sport City Stadium,10,  3:50 PM, 11/25/16,8,2,5013,2,1
0,Al-Batin FC,Al-Fateh,Al-Batin Club Stadium,10,  5:50 PM, 11/25/16,10,13,473,1,1
0,Al-Ahli Saudi FC,Al-Hilal Saudi FC,King Abdullah Sports City,10,  6:00 PM, 11/25/16,4,1,51659,1,2
0,Al-Raed,Al-Shabab Club (Riyadh),King Abdullah Sport City Stadium,10,  3:55 PM, 11/26/16,7,5,2967,2,2
0,Al-Qadsiah FC,Al-Ittihad Club (Jeddah),Prince Saud bin Jalawi Stadium,10,  5:50 PM, 11/26/16,14,3,3733,0,3
0,Al-Faisaly FC,Al-Ahli Saudi FC,Al Majma'ah Sports City Stadium,11,  5:40 PM, 12/1/16,11,4,704,3,6
0,Al-Nassr Riad,Al-Batin FC,King Fahd International Stadium,11,  7:40 PM, 12/1/16,2,10,4431,4,0
0,Al-Qadsiah FC,Al-Raed,Prince Saud bin Jalawi Stadium,11,  3:25 PM, 12/2/16,12,8,263,3,0
0,Al-Ittihad Club (Jeddah),Ettifaq FC,King Abdullah Sports City,11,  5:40 PM, 12/2/16,3,6,28532,4,1
0,Al-Hilal Saudi FC,Al-Shabab Club (Riyadh),Prince Faisal bin Fahad Stadium,11,  5:55 PM, 12/2/16,1,5,16075,3,0
0,Al-Fateh,Al-Wehda FC,Prince Abdullah bin Jalawi Stadium,11,  12:45 PM, 12/3/16,13,9,1214,4,2
0,Al-Khaleej,Al-Taawoun FC,Prince Saud bin Jalawi Stadium,11,  3:30 PM, 12/3/16,14,7,103,0,1
0,Al-Batin FC,Al-Taawoun FC,Al-Batin Club Stadium,12,  5:50 PM, 12/8/16,9,7,2577,1,0
0,Al-Hilal Saudi FC,Al-Wehda FC,Prince Faisal bin Fahad Stadium,12,  5:55 PM, 12/8/16,1,11,8458,6,0
0,Ettifaq FC,Al-Qadsiah FC,Prince Mohamed bin Fahd Stadium,12,  3:30 PM, 12/9/16,6,12,2566,2,2
0,Al-Shabab Club (Riyadh),Al-Nassr Riad,Prince Faisal bin Fahad Stadium,12,  5:55 PM, 12/9/16,5,4,8175,1,1
0,Al-Ahli Saudi FC,Al-Raed,King Abdullah Sports City,12,  5:55 PM, 12/9/16,3,8,11689,1,0
0,Al-Fateh,Al-Khaleej,Prince Abdullah bin Jalawi Stadium,12,  12:55 PM, 12/10/16,14,10,2134,2,4
0,Al-Faisaly FC,Al-Ittihad Club (Jeddah),Al Majma'ah Sports City Stadium,12,  5:45 PM, 12/10/16,13,2,1402,2,4
0,Al-Wehda FC,Al-Qadsiah FC,King Abdul Aziz Stadium,13,  5:45 PM, 12/14/16,13,10,679,2,5
0,Al-Batin FC,Al-Faisaly FC,Al-Batin Club Stadium,13,  3:05 PM, 12/15/16,9,12,2927,0,0
0,Al-Shabab Club (Riyadh),Ettifaq FC,Prince Faisal bin Fahad Stadium,13,  3:50 PM, 12/15/16,5,6,757,1,1
0,Al-Raed,Al-Khaleej,King Abdullah Sport City Stadium,13,  3:55 PM, 12/16/16,7,11,3048,3,2
0,Al-Nassr Riad,Al-Hilal Saudi FC,King Fahd International Stadium,13,  6:00 PM, 12/16/16,4,1,27181,1,1
0,Al-Ittihad Club (Jeddah),Al-Fateh,King Abdullah Sports City,13,  4:25 PM, 12/17/16,2,14,22094,3,2
0,Al-Taawoun FC,Al-Ahli Saudi FC,King Abdullah Sport City Stadium,13,  5:45 PM, 12/17/16,8,3,2774,2,3
0,Al-Qadsiah FC,Al-Shabab Club (Riyadh),Prince Saud bin Jalawi Stadium,14,  3:30 PM, 12/21/16,9,5,545,1,1
0,Al-Batin FC,Al-Hilal Saudi FC,Al-Batin Club Stadium,14,  5:40 PM, 12/21/16,10,1,4583,0,2
0,Al-Fateh,Al-Nassr Riad,Prince Abdullah bin Jalawi Stadium,14,  5:45 PM, 12/21/16,14,4,3714,1,2
0,Al-Khaleej,Al-Faisaly FC,Prince Saud bin Jalawi Stadium,14,  3:30 PM, 12/22/16,11,12,126,1,1
0,Al-Ahli Saudi FC,Ettifaq FC,King Abdullah Sports City,14,  5:45 PM, 12/22/16,2,6,14743,4,1
0,Al-Taawoun FC,Al-Wehda FC,King Abdullah Sport City Stadium,14,  4:00 PM, 12/23/16,7,13,2596,3,1
0,Al-Ittihad Club (Jeddah),Al-Raed,King Abdullah Sports City,14,  5:45 PM, 12/23/16,3,8,32800,3,2
0,Al-Faisaly FC,Al-Qadsiah FC,Al Majma'ah Sports City Stadium,15,  4:00 PM, 12/29/16,9,10,317,3,2
0,Al-Shabab Club (Riyadh),Al-Batin FC,Prince Faisal bin Fahad Stadium,15,  5:55 PM, 12/30/16,5,12,658,3,1
0,Al-Wehda FC,Al-Raed,King Abdul Aziz Stadium,15,  7:50 PM, 12/30/16,13,8,309,2,1
0,Al-Hilal Saudi FC,Al-Taawoun FC,King Fahd International Stadium,15,  5:50 PM, 12/31/16,1,7,6386,4,2
0,Al-Ahli Saudi FC,Al-Fateh,King Abdullah Sports City,15,  5:50 PM, 12/31/16,2,14,9560,2,0
0,Al-Nassr Riad,Ettifaq FC,Prince Faisal bin Fahad Stadium,15,  5:50 PM, 1/1/17,4,6,4638,2,0
0,Al-Ittihad Club (Jeddah),Al-Khaleej,King Abdullah Sports City,15,  5:50 PM, 1/3/17,3,11,15179,1,1
0,Al-Raed,Al-Taawoun FC,King Abdullah Sport City Stadium,16,  4:25 PM, 1/26/17,7,8,7859,3,2
0,Al-Qadsiah FC,Al-Nassr Riad,Prince Saud bin Jalawi Stadium,16,  6:15 PM, 1/26/17,9,4,4022,3,2
0,Al-Batin FC,Al-Khaleej,Al-Batin Club Stadium,16,  3:35 PM, 1/27/17,10,12,2207,1,0
0,Al-Fateh,Al-Faisaly FC,Prince Abdullah bin Jalawi Stadium,16,  4:05 PM, 1/27/17,14,11,2207,1,0
0,Al-Ahli Saudi FC,Al-Shabab Club (Riyadh),King Abdullah Sports City,16,  6:15 PM, 1/27/17,2,5,40591,3,1
0,Al-Ittihad Club (Jeddah),Al-Wehda FC,King Abdullah Sports City,16,  6:15 PM, 1/28/17,3,13,18197,1,0
0,Ettifaq FC,Al-Hilal Saudi FC,Prince Mohamed bin Fahd Stadium,16,  6:15 PM, 1/28/17,6,1,14640,0,1
0,Al-Fateh,Al-Raed,Prince Abdullah bin Jalawi Stadium,17,  4:05 PM, 2/1/17,12,8,1612,3,1
0,Al-Taawoun FC,Al-Shabab Club (Riyadh),King Abdullah Sport City Stadium,17,  4:25 PM, 2/1/17,6,5,6838,2,0
0,Al-Batin FC,Ettifaq FC,Al-Batin Club Stadium,17,  6:20 PM, 2/2/17,9,7,2927,2,0
0,Al-Hilal Saudi FC,Al-Qadsiah FC,Prince Faisal bin Fahad Stadium,17,  6:20 PM, 2/2/17,1,10,7336,1,1
0,Al-Ittihad Club (Jeddah),Al-Ahli Saudi FC,King Abdullah Sports City,17,  6:20 PM, 2/3/17,4,2,52909,1,4
0,Al-Wehda FC,Al-Faisaly FC,King Abdul Aziz Stadium,17,  4:50 PM, 2/4/17,14,11,2137,0,1
0,Al-Khaleej,Al-Nassr Riad,Prince Saud bin Jalawi Stadium,17,  6:20 PM, 2/4/17,13,3,1682,0,3
0,Al-Faisaly FC,Al-Hilal Saudi FC,Al Majma'ah Sports City Stadium,18,  6:15 PM, 2/9/17,11,1,2506,0,2
0,Al-Qadsiah FC,Al-Ahli Saudi FC,Prince Saud bin Jalawi Stadium,18,  8:15 PM, 2/9/17,9,2,5002,4,1
0,Al-Shabab Club (Riyadh),Al-Khaleej,Prince Faisal bin Fahad Stadium,18,  4:25 PM, 2/10/17,5,13,525,1,1
0,Al-Nassr Riad,Al-Wehda FC,King Fahd International Stadium,18,  6:15 PM, 2/10/17,3,14,3506,2,1
0,Ettifaq FC,Al-Fateh,Prince Mohamed bin Fahd Stadium,18,  4:10 PM, 2/11/17,7,12,1063,2,2
0,Al-Taawoun FC,Al-Ittihad Club (Jeddah),King Abdullah Sport City Stadium,18,  6:15 PM, 2/11/17,8,4,11515,1,2
0,Al-Raed,Al-Batin FC,King Abdullah Sport City Stadium,18,  6:35 PM, 2/12/17,6,10,1773,2,1
0,Al-Fateh,Al-Taawoun FC,Prince Abdullah bin Jalawi Stadium,19,  4:15 PM, 2/16/17,13,6,2143,0,2
0,Al-Hilal Saudi FC,Al-Khaleej,Prince Faisal bin Fahad Stadium,19,  6:25 PM, 2/16/17,1,14,3921,4,0
0,Al-Faisaly FC,Al-Raed,Al Majma'ah Sports City Stadium,19,  4:35 PM, 2/17/17,11,7,708,1,1
0,Al-Wehda FC,Ettifaq FC,King Abdul Aziz Stadium,19,  6:25 PM, 2/17/17,12,8,1381,2,1
0,Al-Ahli Saudi FC,Al-Nassr Riad,King Abdullah Sports City,19,  6:25 PM, 2/17/17,4,2,38355,0,2
0,Al-Qadsiah FC,Al-Batin FC,Prince Mohamed bin Fahd Stadium,19,  6:15 PM, 2/18/17,9,10,63,1,1
0,Al-Shabab Club (Riyadh),Al-Ittihad Club (Jeddah),Prince Faisal bin Fahad Stadium,19,  6:25 PM, 2/18/17,5,3,4938,0,2
0,Ettifaq FC,Al-Raed,Prince Mohamed bin Fahd Stadium,20,  6:30 PM, 3/2/17,9,6,1242,0,1
0,Al-Nassr Riad,Al-Faisaly FC,Prince Faisal bin Fahad Stadium,20,  6:30 PM, 3/3/17,2,11,11883,0,0
0,Al-Batin FC,Al-Wehda FC,Al-Batin Club Stadium,20,  6:35 PM, 3/3/17,10,12,5222,1,1
0,Al-Fateh,Al-Shabab Club (Riyadh),Prince Abdullah bin Jalawi Stadium,20,  4:25 PM, 3/4/17,13,5,4153,1,1
0,Al-Taawoun FC,Al-Qadsiah FC,King Abdullah Sport City Stadium,20,  4:45 PM, 3/4/17,8,7,5152,1,3
0,Al-Khaleej,Al-Ahli Saudi FC,Prince Mohamed bin Fahd Stadium,20,  6:30 PM, 3/4/17,14,3,1383,2,2
0,Al-Ittihad Club (Jeddah),Al-Hilal Saudi FC,King Abdullah Sports City,20,  6:30 PM, 3/5/17,4,1,53656,1,3
0,Al-Taawoun FC,Ettifaq FC,King Abdullah Sport City Stadium,21,  4:50 PM, 3/9/17,6,10,2420,1,0
0,Al-Hilal Saudi FC,Al-Fateh,Prince Faisal bin Fahad Stadium,21,  6:35 PM, 3/9/17,1,14,15001,1,0
0,Al-Wehda FC,Al-Ahli Saudi FC,King Abdul Aziz Stadium,21,  6:35 PM, 3/9/17,13,3,2338,1,3
0,Al-Khaleej,Al-Qadsiah FC,Prince Saud bin Jalawi Stadium,21,  4:25 PM, 3/11/17,12,8,209,2,1
0,Al-Shabab Club (Riyadh),Al-Faisaly FC,King Fahd International Stadium,21,  6:35 PM, 3/11/17,5,9,572,1,2
0,Al-Raed,Al-Nassr Riad,King Abdullah Sport City Stadium,21,  6:35 PM, 3/14/17,7,2,7893,0,1
0,Al-Batin FC,Al-Ittihad Club (Jeddah),Al-Batin Club Stadium,21,  6:40 PM, 3/14/17,11,4,4002,0,1
0,Al-Qadsiah FC,Al-Fateh,Prince Saud bin Jalawi Stadium,22,  5:40 PM, 4/6/17,10,12,374,1,2
0,Al-Faisaly FC,Al-Taawoun FC,Al Majma'ah Sports City Stadium,22,  6:00 PM, 4/6/17,9,6,639,1,0
0,Al-Raed,Al-Hilal Saudi FC,King Abdullah Sport City Stadium,22,  7:40 PM, 4/6/17,7,1,15192,0,3
0,Al-Nassr Riad,Al-Ittihad Club (Jeddah),King Fahd International Stadium,22,  7:40 PM, 4/7/17,2,4,4652,1,1
0,Al-Ahli Saudi FC,Al-Batin FC,King Abdullah Sports City,22,  8:40 PM, 4/7/17,3,11,6219,1,1
0,Ettifaq FC,Al-Khaleej,Prince Mohamed bin Fahd Stadium,22,  5:40 PM, 4/8/17,8,13,1330,3,1
0,Al-Wehda FC,Al-Shabab Club (Riyadh),King Abdul Aziz Stadium,22,  7:40 PM, 4/8/17,14,5,525,1,2
0,Al-Faisaly FC,Ettifaq FC,Al Majma'ah Sports City Stadium,23,  6:00 PM, 4/13/17,9,8,377,3,3
0,Al-Shabab Club (Riyadh),Al-Raed,King Fahd International Stadium,23,  7:45 PM, 4/13/17,5,6,,1,2
0,Al-Khaleej,Al-Wehda FC,Prince Saud bin Jalawi Stadium,23,  5:45 PM, 4/14/17,13,14,312,4,2
0,Al-Ittihad Club (Jeddah),Al-Qadsiah FC,King Abdullah Sports City,23,  7:45 PM, 4/14/17,3,10,6686,4,2
0,Al-Fateh,Al-Batin FC,Prince Abdullah bin Jalawi Stadium,23,  6:45 PM, 4/15/17,11,12,5111,3,2
0,Al-Nassr Riad,Al-Taawoun FC,Prince Faisal bin Fahad Stadium,23,  7:45 PM, 4/15/17,2,7,1422,2,1
0,Al-Hilal Saudi FC,Al-Ahli Saudi FC,King Fahd International Stadium,23,  7:45 PM, 4/15/17,1,4,12348,0,0
0,Al-Taawoun FC,Al-Khaleej,King Abdullah Sport City Stadium,24,  6:10 PM, 4/20/17,7,13,3894,0,0
0,Al-Wehda FC,Al-Fateh,King Abdul Aziz Stadium,24,  7:45 PM, 4/20/17,14,10,276,1,2
0,Al-Ahli Saudi FC,Al-Faisaly FC,King Abdullah Sports City,24,  7:45 PM, 4/20/17,3,8,3040,2,1
0,Al-Shabab Club (Riyadh),Al-Hilal Saudi FC,King Fahd International Stadium,24,  7:45 PM, 4/20/17,6,1,12815,1,2
0,Al-Raed,Al-Qadsiah FC,King Abdullah Sport City Stadium,24,  6:10 PM, 4/21/17,5,12,10341,2,1
0,Al-Batin FC,Al-Nassr Riad,Al-Batin Club Stadium,24,  7:05 PM, 4/21/17,11,4,2320,4,3
0,Ettifaq FC,Al-Ittihad Club (Jeddah),Prince Mohamed bin Fahd Stadium,24,  7:45 PM, 4/21/17,9,2,6068,1,4
0,Al-Ittihad Club (Jeddah),Al-Faisaly FC,King Abdullah Sports City,25,  7:50 PM, 4/29/17,3,8,10530,2,2
0,Al-Wehda FC,Al-Hilal Saudi FC,King Abdul Aziz Stadium,25,  7:50 PM, 4/29/17,14,1,5006,1,3
0,Al-Qadsiah FC,Ettifaq FC,Prince Saud bin Jalawi Stadium,25,  7:50 PM, 4/29/17,11,9,642,1,1
0,Al-Nassr Riad,Al-Shabab Club (Riyadh),King Fahd International Stadium,25,  7:50 PM, 4/29/17,4,7,1458,1,0
0,Al-Khaleej,Al-Fateh,Prince Mohamed bin Fahd Stadium,25,  7:50 PM, 4/29/17,13,10,654,1,1
0,Al-Taawoun FC,Al-Batin FC,King Abdullah Sport City Stadium,25,  8:50 PM, 4/29/17,6,12,2404,4,3
0,Al-Raed,Al-Ahli Saudi FC,King Abdullah Sport City Stadium,25,  7:30 PM, 4/30/17,5,2,10025,1,3
0,Ettifaq FC,Al-Shabab Club (Riyadh),Prince Mohamed bin Fahd Stadium,26,  5:55 PM, 5/3/17,11,6,506,0,1
0,Al-Fateh,Al-Ittihad Club (Jeddah),Prince Abdullah bin Jalawi Stadium,26,  7:50 PM, 5/4/17,8,3,8022,4,1
0,Al-Hilal Saudi FC,Al-Nassr Riad,King Fahd International Stadium,26,  7:50 PM, 5/4/17,1,4,59174,5,1
0,Al-Qadsiah FC,Al-Wehda FC,Prince Saud bin Jalawi Stadium,26,  7:50 PM, 5/4/17,9,14,1139,3,1
0,Al-Ahli Saudi FC,Al-Taawoun FC,King Abdullah Sports City,26,  7:50 PM, 5/4/17,2,7,2241,2,1
0,Al-Khaleej,Al-Raed,Prince Saud bin Jalawi Stadium,26,  7:50 PM, 5/4/17,13,5,602,1,2
0,Al-Faisaly FC,Al-Batin FC,Al Majma'ah Sports City Stadium,26,  8:50 PM, 5/4/17,10,12,515,2,2
